"","X","grp.recording","group","great.call","recording","Delta.Time..s..1","BW.90...Hz..1","Freq.5...Hz..1","Freq.95...Hz..1","Begin.Time..s..1","End.Time..s..1","Delta.Time..s..2","BW.90...Hz..2","Freq.5...Hz..2","Freq.95...Hz..2","Begin.Time..s..2","End.Time..s..2","Delta.Time..s..3","BW.90...Hz..3","Freq.5...Hz..3","Freq.95...Hz..3","Begin.Time..s..3","End.Time..s..3","Delta.Time..s..4","BW.90...Hz..4","Freq.5...Hz..4","Freq.95...Hz..4","Begin.Time..s..4","End.Time..s..4","Delta.Time..s..5","BW.90...Hz..5","Freq.5...Hz..5","Freq.95...Hz..5","Begin.Time..s..5","End.Time..s..5","Delta.Time..s..6","BW.90...Hz..6","Freq.5...Hz..6","Freq.95...Hz..6","Begin.Time..s..6","End.Time..s..6","note.dur.comb","rest.dur.comb","intro.dur","trill.dur","great.call.dur","unlist.trill.rate.list.","site"
"11",599,"DK_01_018","DK_01","DK_01_018.04",4,0.668,129.2,538.3,667.5,0.186,0.853,0.644,107.7,559.9,667.5,1.022,1.666,0.482,107.7,559.9,667.5,1.846,2.328,0.412,129.2,559.9,689.1,2.531,2.943,0.342,150.7,581.4,732.1,3.129,3.471,0.261,258.4,581.4,839.8,3.599,3.86,2.809,0.865,4.261,9.289,13.55,7.53110674525213,"DK"
"12",676,"DK_01_018","DK_01","DK_01_018.05",5,0.615,86.1,559.9,646,0.215,0.83,0.644,107.7,559.9,667.5,1.068,1.712,0.552,107.7,559.9,667.5,1.956,2.508,0.418,107.7,559.9,667.5,2.74,3.158,0.377,172.3,559.9,732.1,3.361,3.738,0.238,215.3,581.4,796.7,3.855,4.093,2.844,1.034,4.888,8.114,13.002,7.37684421105276,"DK"
"13",744,"DK_01_018","DK_01","DK_01_018.06",6,0.731,129.2,538.3,667.5,0.209,0.94,0.639,129.2,559.9,689.1,1.144,1.782,0.517,129.2,559.9,689.1,1.938,2.455,0.395,193.8,559.9,753.7,2.682,3.077,0.279,301.5,581.4,882.9,3.268,3.547,0.25,301.5,602.9,904.4,3.704,3.953,2.811,0.933,4.348,12.211,16.559,7.68912773873501,"DK"
"14",845,"DK_01_018","DK_01","DK_01_018.07",7,0.729,129.2,538.3,667.5,0.087,0.816,0.747,150.7,538.3,689.1,0.92,1.667,0.642,172.3,538.3,710.6,1.823,2.466,0.464,193.8,559.9,753.7,2.635,3.1,0.377,279.9,559.9,839.8,3.291,3.669,0.29,323,559.9,882.9,3.831,4.122,3.249,0.786,5.239,9.517,14.756,7.5451647183847,"DK"
"15",926,"DK_01_019","DK_01","DK_01_019.01",1,0.569,150.7,602.9,753.7,0.302,0.871,0.731,150.7,624.5,775.2,1.068,1.8,0.672,129.2,646,775.2,1.903,2.574,0.582,172.3,667.5,839.8,2.642,3.224,0.325,215.3,667.5,882.9,3.39,3.715,0.255,301.5,667.5,969,3.884,4.139,3.134,0.703,4.917,3.944,8.861,6.35964912280702,"DK"
"16",963,"DK_02_021","DK_02","DK_02_021.01",1,0.389,301.5,602.9,904.4,0.163,0.551,0.511,301.5,602.9,904.4,0.83,1.341,0.482,301.5,624.5,925.9,1.625,2.107,0.424,409.1,624.5,1033.6,2.397,2.821,0.377,452.2,624.5,1076.7,3.094,3.471,0.308,516.8,646,1162.8,3.733,4.04,2.491,1.386,5.224,7.924,13.148,6.29901015554699,"DK"
"17",1021,"DK_02_021","DK_02","DK_02_021.02",2,0.387,301.5,581.4,882.9,0.106,0.493,0.571,323,581.4,904.4,0.654,1.225,0.534,323,602.9,925.9,1.503,2.038,0.453,344.5,602.9,947.5,2.287,2.74,0.435,387.6,624.5,1012.1,3.042,3.477,0.36,430.7,624.5,1055.1,3.733,4.093,2.74,1.247,5.792,7.532,13.324,6.4979017192365,"DK"
"18",1079,"DK_02_021","DK_02","DK_02_021.03",3,0.337,193.8,581.4,775.2,0.145,0.482,0.499,172.3,581.4,753.7,0.702,1.202,0.54,172.3,602.9,775.2,1.445,1.985,0.499,193.8,602.9,796.7,2.252,2.752,0.459,258.4,602.9,861.3,3.013,3.471,0.383,323,602.9,925.9,3.704,4.087,2.717,1.225,5.706,7.188,12.894,6.51004811774696,"DK"
"19",1135,"DK_02_021","DK_02","DK_02_021.04",4,0.377,172.3,581.4,753.7,0.157,0.534,0.546,150.7,581.4,732.1,0.726,1.271,0.528,150.7,602.9,753.7,1.503,2.032,0.476,172.3,602.9,775.2,2.287,2.763,0.464,193.8,602.9,796.7,3.03,3.495,0.342,236.9,624.5,861.3,3.721,4.063,2.733,1.173,5.271,7.549,12.82,6.19779035300458,"DK"
"20",1190,"DK_02_021","DK_02","DK_02_021.05",5,0.366,150.7,581.4,732.1,0.145,0.511,0.482,172.3,581.4,753.7,0.818,1.3,0.511,172.3,602.9,775.2,1.596,2.107,0.424,215.3,602.9,818.3,2.38,2.804,0.366,323,602.9,925.9,3.077,3.442,0.313,538.3,624.5,1162.8,3.692,4.005,2.462,1.398,5.143,8.081,13.224,6.34276290752252,"DK"
"21",1250,"DK_02_021","DK_02","DK_02_021.06",6,0.459,193.8,581.4,775.2,0.174,0.633,0.569,172.3,602.9,775.2,0.888,1.457,0.522,193.8,602.9,796.7,1.683,2.206,0.453,172.3,624.5,796.7,2.455,2.908,0.401,215.3,624.5,839.8,3.152,3.553,0.36,279.9,624.5,904.4,3.796,4.156,2.764,1.218,5.23,7.055,12.285,6.65798234187292,"DK"
"22",1305,"DK_02_021","DK_02","DK_02_021.07",7,0.441,236.9,602.9,839.8,0.598,1.039,0.551,236.9,602.9,839.8,1.306,1.858,0.453,258.4,602.9,861.3,2.125,2.577,0.424,236.9,624.5,861.3,2.868,3.291,0.36,344.5,624.5,969,3.541,3.901,0.313,430.7,624.5,1055.1,4.168,4.481,2.542,1.341,4.76,7.76,12.52,6.45416227608008,"DK"
"23",1362,"DK_02_021","DK_02","DK_02_021.08",8,0.441,150.7,602.9,753.7,0.621,1.062,0.511,150.7,602.9,753.7,1.358,1.869,0.517,193.8,602.9,796.7,2.183,2.699,0.459,215.3,602.9,818.3,2.955,3.413,0.366,236.9,624.5,861.3,3.64,4.005,0.279,279.9,624.5,904.4,4.296,4.574,2.573,1.38,5.19,7.35,12.54,6.5386755703951,"DK"
"24",1418,"DK_02_021","DK_02","DK_02_021.09",9,0.25,172.3,602.9,775.2,0.151,0.401,0.441,150.7,602.9,753.7,0.65,1.091,0.54,172.3,602.9,775.2,1.376,1.916,0.499,193.8,602.9,796.7,2.165,2.664,0.459,172.3,624.5,796.7,2.914,3.373,0.412,193.8,624.5,818.3,3.593,4.005,2.601,1.253,5.66,7.354,13.014,6.35008282716731,"DK"
"25",1475,"DK_02_021","DK_02","DK_02_021.10",10,0.36,193.8,602.9,796.7,0.093,0.453,0.418,172.3,602.9,775.2,0.708,1.126,0.493,129.2,602.9,732.1,1.399,1.892,0.488,172.3,602.9,775.2,2.188,2.676,0.464,215.3,602.9,818.3,2.943,3.408,0.435,279.9,624.5,904.4,3.64,4.075,2.658,1.324,5.822,7.378,13.2,6.51962824247468,"DK"
"26",1532,"DK_02_021","DK_02","DK_02_021.11",11,0.47,215.3,581.4,796.7,0.186,0.656,0.614,193.8,602.9,796.7,0.781,1.395,0.557,193.8,602.9,796.7,1.643,2.2,0.499,215.3,602.9,818.3,2.438,2.937,0.418,215.3,624.5,839.8,3.181,3.599,0.348,236.9,624.5,861.3,3.849,4.197,2.906,1.105,5.364,6.662,12.026,6.43875517399969,"DK"
"27",1583,"DK_02_022","DK_02","DK_02_022.01",1,0.447,129.2,581.4,710.6,0.128,0.575,0.522,150.7,581.4,732.1,0.818,1.341,0.493,129.2,602.9,732.1,1.625,2.119,0.459,129.2,602.9,732.1,2.403,2.862,0.424,344.5,602.9,947.5,3.117,3.541,0.331,387.6,624.5,1012.1,3.802,4.133,2.676,1.329,5.729,6.679,12.408,6.38880438089443,"DK"
"28",1635,"DK_02_023","DK_02","DK_02_023.01",1,0.576,279.9,581.4,861.3,0.066,0.642,0.592,279.9,602.9,882.9,0.806,1.398,0.658,301.5,602.9,904.4,1.547,2.205,0.592,323,602.9,925.9,2.27,2.863,0.494,366.1,624.5,990.5,3.011,3.504,0.51,409.1,646,1055.1,3.62,4.13,3.422,0.642,6.012,7.306,13.318,6.39244024458032,"DK"
"29",1692,"DK_02_023","DK_02","DK_02_023.02",2,0.424,193.8,602.9,796.7,0.163,0.586,0.528,193.8,602.9,796.7,0.818,1.347,0.534,193.8,602.9,796.7,1.591,2.125,0.63,344.5,602.9,947.5,2.261,2.891,0.529,430.7,602.9,1033.6,3.005,3.535,0.501,559.9,624.5,1184.3,3.663,4.164,3.146,0.855,5.63,6.342,11.972,6.28829409867785,"DK"
"30",1741,"DK_02_023","DK_02","DK_02_023.03",3,0.354,215.3,602.9,818.3,0.099,0.453,0.377,215.3,602.9,818.3,0.789,1.167,0.634,301.5,602.9,904.4,1.354,1.988,0.634,344.5,602.9,947.5,2.157,2.792,0.354,344.5,624.5,969,3.065,3.419,0.354,387.6,624.5,1012.1,3.692,4.046,2.707,1.24,5.735,6.567,12.302,6.37834474175482,"DK"
"31",1792,"DK_02_023","DK_02","DK_02_023.04",4,0.308,279.9,581.4,861.3,0.168,0.476,0.435,236.9,581.4,818.3,0.749,1.184,0.57,279.9,581.4,861.3,1.409,1.979,0.447,323,602.9,925.9,2.252,2.699,0.348,387.6,581.4,969,2.995,3.344,0.348,366.1,602.9,969,3.657,4.005,2.456,1.381,5.486,8.227,13.713,6.31031922791388,"DK"
"32",1853,"DK_02_023","DK_02","DK_02_023.05",5,0.435,279.9,602.9,882.9,0.016,0.451,0.66,301.5,581.4,882.9,0.531,1.191,0.595,301.5,602.9,904.4,1.401,1.996,0.58,323,602.9,925.9,2.173,2.753,0.435,344.5,602.9,947.5,3.036,3.471,0.354,344.5,624.5,969,3.756,4.11,3.059,1.035,6.137,7.544,13.681,6.3625287667524,"DK"
"33",1911,"DK_02_023","DK_02","DK_02_023.06",6,0.663,193.8,602.9,796.7,0.103,0.766,0.493,150.7,602.9,753.7,0.917,1.411,0.634,172.3,602.9,775.2,1.636,2.27,0.406,344.5,602.9,947.5,2.508,2.914,0.366,430.7,624.5,1055.1,3.222,3.587,0.337,516.8,624.5,1141.3,3.878,4.214,2.899,1.212,5.685,6.884,12.569,6.34780041334514,"DK"
"34",1964,"DK_03_042","DK_03","DK_03_042.01",1,0.777,193.8,538.3,732.1,0.088,0.865,0.704,172.3,559.9,732.1,0.968,1.672,0.645,193.8,559.9,753.7,1.833,2.478,0.395,172.3,581.4,753.7,2.682,3.077,0.348,236.9,581.4,818.3,3.297,3.646,0.226,279.9,602.9,882.9,3.82,4.046,3.095,0.863,4.527,8.171,12.698,7.55698711595639,"DK"
"35",2033,"DK_03_042","DK_03","DK_03_042.02",2,0.761,193.8,538.3,732.1,0.07,0.831,0.615,236.9,559.9,796.7,1.086,1.701,0.499,215.3,559.9,775.2,1.945,2.444,0.372,193.8,581.4,775.2,2.717,3.088,0.296,236.9,581.4,818.3,3.344,3.64,0.209,258.4,581.4,839.8,3.837,4.046,2.752,1.224,4.632,6.985,11.617,7.44416873449132,"DK"
"36",2092,"DK_03_042","DK_03","DK_03_042.03",3,0.569,193.8,538.3,732.1,0.186,0.755,0.575,236.9,559.9,796.7,1.022,1.596,0.517,193.8,559.9,753.7,1.863,2.38,0.372,172.3,581.4,753.7,2.653,3.024,0.273,193.8,581.4,775.2,3.274,3.547,0.255,301.5,602.9,904.4,3.744,4,2.561,1.253,4.388,7.248,11.636,7.55350398657155,"DK"
"37",2154,"DK_03_042","DK_03","DK_03_042.04",4,0.76,150.7,538.3,689.1,0.104,0.864,0.58,236.9,538.3,775.2,1.062,1.643,0.657,236.9,559.9,796.7,1.815,2.472,0.372,236.9,559.9,796.7,2.641,3.013,0.302,279.9,559.9,839.8,3.239,3.541,0.255,366.1,581.4,947.5,3.75,4.005,2.926,0.975,3.901,8.587,12.488,7.2558582133936,"DK"
"38",2221,"DK_03_042","DK_03","DK_03_042.05",5,0.71,172.3,538.3,710.6,0.069,0.78,0.624,172.3,538.3,710.6,0.936,1.559,0.534,129.2,581.4,710.6,1.823,2.357,0.441,150.7,581.4,732.1,2.554,2.995,0.325,193.8,581.4,775.2,3.187,3.512,0.261,215.3,602.9,818.3,3.68,3.942,2.895,0.978,4.174,7.651,11.825,7.34508547008547,"DK"
"39",2283,"DK_03_042","DK_03","DK_03_042.06",6,0.575,150.7,559.9,710.6,0.174,0.749,0.633,150.7,559.9,710.6,1.033,1.666,0.528,150.7,559.9,710.6,1.875,2.403,0.383,172.3,581.4,753.7,2.653,3.036,0.29,193.8,581.4,775.2,3.268,3.558,0.238,236.9,602.9,839.8,3.75,3.988,2.647,1.167,4.464,8.401,12.865,7.46807998072754,"DK"
"40",2353,"DK_03_042","DK_03","DK_03_042.07",7,0.754,279.9,538.3,818.3,0.067,0.821,0.686,215.3,559.9,775.2,0.956,1.642,0.646,193.8,581.4,775.2,1.79,2.436,0.471,236.9,581.4,818.3,2.544,3.015,0.357,258.4,581.4,839.8,3.149,3.506,0.333,323,602.9,925.9,3.62,3.953,3.247,0.639,4.136,7.591,11.727,7.38651625033575,"DK"
"41",2415,"DK_03_042","DK_03","DK_03_042.08",8,0.643,193.8,538.3,732.1,0.071,0.714,0.657,193.8,559.9,753.7,0.871,1.528,0.657,129.2,559.9,689.1,1.728,2.385,0.481,129.2,581.4,710.6,2.549,3.03,0.403,193.8,581.4,775.2,3.213,3.616,0.313,344.5,581.4,925.9,3.756,4.069,3.154,0.843999999999999,4.643,7.159,11.802,7.38951257638198,"DK"
"42",2475,"DK_03_042","DK_03","DK_03_042.09",9,0.348,107.7,538.3,646,0.163,0.511,0.639,150.7,538.3,689.1,0.737,1.376,0.604,129.2,559.9,689.1,1.596,2.2,0.453,215.3,559.9,775.2,2.461,2.914,0.401,236.9,559.9,796.7,3.135,3.535,0.296,279.9,559.9,839.8,3.721,4.017,2.741,1.113,4.916,8.65,13.566,7.61659245371455,"DK"
"43",2549,"DK_03_042","DK_03","DK_03_042.10",10,0.662,193.8,538.3,732.1,0.186,0.848,0.691,172.3,559.9,732.1,1.074,1.765,0.563,258.4,559.9,818.3,1.927,2.49,0.383,236.9,559.9,796.7,2.752,3.135,0.337,279.9,581.4,861.3,3.373,3.709,0.255,258.4,581.4,839.8,3.895,4.151,2.891,1.074,4.586,8.192,12.778,7.44509244323117,"DK"
"44",2617,"DK_03_042","DK_03","DK_03_042.11",11,0.673,129.2,559.9,689.1,0.128,0.801,0.644,150.7,559.9,710.6,1.01,1.654,0.505,172.3,559.9,732.1,1.846,2.351,0.464,193.8,559.9,753.7,2.595,3.059,0.383,236.9,559.9,796.7,3.239,3.622,0.29,236.9,581.4,818.3,3.796,4.087,2.959,1,4.94,7.597,12.537,7.60709995996263,"DK"
"45",2683,"DK_04_043","DK_04","DK_04_043.01",1,0.557,129.2,559.9,689.1,0.122,0.679,0.528,129.2,559.9,689.1,0.935,1.463,0.43,107.7,581.4,689.1,1.724,2.154,0.348,129.2,581.4,710.6,2.403,2.752,0.308,172.3,581.4,753.7,2.984,3.291,0.25,409.1,581.4,990.5,3.448,3.698,2.421,1.155,3.883,9.344,13.227,7.36967595101333,"DK"
"46",2758,"DK_04_043","DK_04","DK_04_043.02",2,0.644,107.7,559.9,667.5,0.157,0.801,0.679,107.7,559.9,667.5,0.998,1.678,0.511,107.7,559.9,667.5,1.881,2.392,0.342,129.2,559.9,689.1,2.705,3.048,0.238,150.7,581.4,732.1,3.309,3.547,0.186,387.6,581.4,969,3.773,3.959,2.6,1.202,4.766,9.564,14.33,7.48708214699989,"DK"
"47",2838,"DK_07_044","DK_07","DK_07_044.01",1,0.372,150.7,538.3,689.1,0.192,0.563,0.58,193.8,559.9,753.7,0.801,1.382,0.639,193.8,581.4,775.2,1.596,2.235,0.598,172.3,602.9,775.2,2.496,3.094,0.557,172.3,624.5,796.7,3.367,3.924,0.389,193.8,624.5,818.3,4.133,4.522,3.135,1.195,6.048,8.019,14.067,7.12286949885525,"DK"
"48",2904,"DK_07_044","DK_07","DK_07_044.02",2,0.406,150.7,538.3,689.1,0.174,0.58,0.598,172.3,559.9,732.1,0.807,1.405,0.598,279.9,559.9,839.8,1.631,2.229,0.604,258.4,581.4,839.8,2.624,3.228,0.47,279.9,602.9,882.9,3.518,3.988,0.36,279.9,624.5,904.4,4.301,4.661,3.036,1.451,5.497,7.384,12.881,6.96864111498258,"DK"
"49",2962,"DK_07_044","DK_07","DK_07_044.03",3,0.383,150.7,538.3,689.1,0.151,0.534,0.517,215.3,559.9,775.2,0.824,1.341,0.575,193.8,581.4,775.2,1.585,2.159,0.621,236.9,602.9,839.8,2.496,3.117,0.511,279.9,624.5,904.4,3.384,3.895,0.395,301.5,624.5,925.9,4.139,4.534,3.002,1.381,4.899,6.87,11.769,6.52999240698557,"DK"
"50",3012,"DK_07_044","DK_07","DK_07_044.05",5,0.426,107.7,538.3,646,0.168,0.594,0.598,107.7,559.9,667.5,0.853,1.451,0.58,86.1,581.4,667.5,1.654,2.235,0.598,86.1,602.9,689.1,2.525,3.123,0.493,172.3,602.9,775.2,3.384,3.878,0.447,236.9,624.5,861.3,4.11,4.557,3.142,1.247,5.985,5.802,11.787,7.04970038773352,"DK"
"51",3062,"DK_07_044","DK_07","DK_07_044.06",6,0.488,193.8,538.3,732.1,0.186,0.673,0.551,279.9,559.9,839.8,0.888,1.44,0.639,279.9,581.4,861.3,1.695,2.334,0.488,279.9,602.9,882.9,2.63,3.117,0.325,301.5,624.5,925.9,3.489,3.814,0.313,344.5,646,990.5,4.162,4.476,2.804,1.486,5.114,6.657,11.771,6.66389004581424,"DK"
"52",3117,"DK_07_044","DK_07","DK_07_044.07",7,0.438,129.2,538.3,667.5,0.158,0.596,0.526,236.9,538.3,775.2,0.736,1.262,0.561,215.3,559.9,775.2,1.472,2.033,0.684,258.4,581.4,839.8,2.261,2.944,0.631,236.9,602.9,839.8,3.225,3.856,0.491,236.9,624.5,861.3,3.996,4.487,3.331,0.998,6.535,8.217,14.752,7.15604801477378,"DK"
"53",3189,"DK_07_044","DK_07","DK_07_044.08",8,0.447,107.7,538.3,646,0.18,0.627,0.604,129.2,559.9,689.1,0.853,1.457,0.786,215.3,581.4,796.7,1.605,2.391,0.802,323,602.9,925.9,2.504,3.306,0.538,344.5,602.9,947.5,3.386,3.924,0.466,366.1,624.5,990.5,4.044,4.51,3.643,0.686999999999999,5.236,7.562,12.798,7.0777187967878,"DK"
"54",3249,"DK_07_045","DK_07","DK_07_045.01",1,0.505,236.9,559.9,796.7,0.662,1.167,0.717,236.9,581.4,818.3,1.34,2.056,0.517,258.4,602.9,861.3,2.386,2.902,0.499,258.4,624.5,882.9,3.193,3.692,0.372,279.9,624.5,904.4,3.942,4.313,0.267,279.9,646,925.9,4.609,4.876,2.877,1.337,5.427,7.504,12.931,7.04989154013015,"DK"
"55",3310,"DK_07_045","DK_07","DK_07_045.02",2,0.384,86.1,538.3,624.5,0.169,0.552,0.537,258.4,559.9,818.3,0.798,1.335,0.706,301.5,581.4,882.9,1.442,2.148,0.598,301.5,602.9,904.4,2.378,2.977,0.583,323,624.5,947.5,3.146,3.729,0.445,323,624.5,947.5,3.928,4.373,3.253,0.951000000000001,5.235,7.692,12.927,6.98174006444683,"DK"
"56",3370,"DK_07_045","DK_07","DK_07_045.03",3,0.458,172.3,538.3,710.6,0.107,0.565,0.611,279.9,559.9,839.8,0.733,1.344,0.733,301.5,602.9,904.4,1.543,2.276,0.645,279.9,602.9,882.9,2.536,3.181,0.464,258.4,624.5,882.9,3.396,3.86,0.354,279.9,624.5,904.4,4.104,4.458,3.265,1.086,5.535,7.298,12.833,7.00182047332306,"DK"
"57",3429,"DK_07_045","DK_07","DK_07_045.04",4,0.435,107.7,538.3,646,0.221,0.656,0.528,129.2,559.9,689.1,0.859,1.387,0.546,258.4,581.4,839.8,1.614,2.159,0.696,301.5,602.9,904.4,2.388,3.084,0.68,323,602.9,925.9,3.21,3.89,0.36,387.6,624.5,1012.1,4.133,4.493,3.245,1.027,5.677,7.482,13.159,7.09897610921502,"DK"
"58",3490,"DK_07_045","DK_07","DK_07_045.05",5,0.348,86.1,538.3,624.5,0.104,0.453,0.488,129.2,538.3,667.5,0.697,1.184,0.563,150.7,559.9,710.6,1.376,1.939,0.534,301.5,602.9,904.4,2.281,2.815,0.604,323,602.9,925.9,3.059,3.663,0.501,323,602.9,925.9,3.811,4.312,3.038,1.17,6.688,7.134,13.822,7.44665616497207,"DK"
"59",3554,"DK_07_045","DK_07","DK_07_045.06",6,0.453,129.2,538.3,667.5,0.807,1.26,0.534,215.3,581.4,796.7,1.474,2.009,0.575,129.2,602.9,732.1,2.27,2.844,0.517,279.9,602.9,882.9,3.1,3.616,0.435,323,624.5,947.5,3.86,4.296,0.36,430.7,624.5,1055.1,4.534,4.894,2.874,1.213,5.578,6.908,12.486,7.49008665002203,"DK"
"60",3615,"DK_07_045","DK_07","DK_07_045.07",7,0.441,129.2,538.3,667.5,0.139,0.58,0.522,107.7,559.9,667.5,0.76,1.283,0.528,107.7,581.4,689.1,1.492,2.02,0.551,107.7,581.4,689.1,2.293,2.844,0.505,107.7,602.9,710.6,3.117,3.622,0.395,129.2,624.5,753.7,3.866,4.261,2.942,1.18,5.805,6.703,12.508,7.3327222731439,"DK"
"61",3673,"DK_07_045","DK_07","DK_07_045.08",8,0.517,150.7,538.3,689.1,0.697,1.213,0.61,150.7,559.9,710.6,1.341,1.95,0.517,150.7,581.4,732.1,2.142,2.659,0.534,129.2,602.9,732.1,2.937,3.471,0.488,150.7,602.9,753.7,3.744,4.232,0.395,150.7,624.5,775.2,4.487,4.882,3.061,1.124,5.857,7.587,13.444,7.11600429645542,"DK"
"62",3736,"DK_07_045","DK_07","DK_07_045.09",9,0.366,150.7,516.8,667.5,0.091,0.457,0.503,215.3,559.9,775.2,0.655,1.159,0.563,215.3,581.4,796.7,1.416,1.979,0.551,193.8,602.9,796.7,2.2,2.752,0.534,193.8,624.5,818.3,2.995,3.529,0.459,193.8,624.5,818.3,3.762,4.22,2.976,1.153,5.969,7.164,13.133,7.0110173129203,"DK"
"63",3795,"DK_07_045","DK_07","DK_07_045.10",10,0.435,193.8,538.3,732.1,0.134,0.569,0.575,215.3,559.9,775.2,0.807,1.382,0.563,236.9,581.4,818.3,1.567,2.13,0.752,215.3,602.9,818.3,2.324,3.077,0.476,193.8,624.5,818.3,3.32,3.796,0.331,193.8,624.5,818.3,4.04,4.371,3.132,1.105,5.926,7.21,13.136,7.08315625442697,"DK"
"64",3855,"DK_09_030","DK_09","DK_09_030.01",1,0.453,107.7,516.8,624.5,0.163,0.615,0.679,193.8,538.3,732.1,0.877,1.556,0.685,172.3,581.4,753.7,1.718,2.403,0.65,193.8,581.4,775.2,2.711,3.361,0.534,172.3,602.9,775.2,3.651,4.185,0.464,236.9,602.9,839.8,4.493,4.957,3.465,1.329,7.169,9.932,17.101,7.24120346761856,"DK"
"65",3937,"DK_09_030","DK_09","DK_09_030.02",2,0.383,172.3,538.3,710.6,0.313,0.697,0.731,172.3,559.9,732.1,1.004,1.736,0.697,215.3,559.9,775.2,1.858,2.554,0.644,215.3,581.4,796.7,2.891,3.535,0.395,193.8,602.9,796.7,3.918,4.313,0.366,279.9,602.9,882.9,4.638,5.004,3.216,1.475,6.142,9.255,15.397,6.94674164737016,"DK"
"66",4010,"DK_09_030","DK_09","DK_09_030.03",3,0.508,150.7,538.3,689.1,0.216,0.724,0.585,279.9,559.9,839.8,0.893,1.478,0.739,301.5,581.4,882.9,1.678,2.417,0.708,301.5,581.4,882.9,2.571,3.279,0.544,301.5,602.9,904.4,3.479,4.023,0.435,323,624.5,947.5,4.29,4.725,3.519,0.989999999999999,6.21,7.084,13.294,7.04427832087407,"DK"
"67",4069,"DK_09_030","DK_09","DK_09_030.04",4,0.366,129.2,538.3,667.5,0.192,0.557,0.482,172.3,538.3,710.6,0.865,1.347,0.54,193.8,581.4,775.2,1.62,2.159,0.534,193.8,581.4,775.2,2.531,3.065,0.36,279.9,602.9,882.9,3.564,3.924,0.418,301.5,624.5,925.9,4.238,4.656,2.7,1.764,5.926,8.011,13.937,7.15654952076677,"DK"
"68",4134,"DK_09_030","DK_09","DK_09_030.05",5,0.424,129.2,538.3,667.5,0.197,0.621,0.598,150.7,581.4,732.1,0.888,1.486,0.575,129.2,602.9,732.1,1.695,2.27,0.569,129.2,602.9,732.1,2.583,3.152,0.58,129.2,624.5,753.7,3.448,4.029,0.418,172.3,624.5,796.7,4.214,4.632,3.164,1.271,6.119,6.968,13.087,7.32171621027969,"DK"
"69",4194,"DK_09_030","DK_09","DK_09_030.06",6,0.424,215.3,538.3,753.7,0.203,0.627,0.517,215.3,581.4,796.7,0.888,1.405,0.575,258.4,602.9,861.3,1.66,2.235,0.668,258.4,602.9,861.3,2.519,3.187,0.546,236.9,624.5,861.3,3.338,3.884,0.401,279.9,624.5,904.4,4.063,4.464,3.131,1.13,5.921,7.152,13.073,7.40951838130522,"DK"
"70",4256,"DK_09_030","DK_09","DK_09_030.07",7,0.476,258.4,559.9,818.3,0.766,1.242,0.493,258.4,581.4,839.8,1.509,2.003,0.534,236.9,602.9,839.8,2.328,2.862,0.633,172.3,602.9,775.2,3.164,3.796,0.43,172.3,624.5,796.7,3.959,4.389,0.331,344.5,624.5,969,4.667,4.998,2.897,1.335,5.538,8.082,13.62,6.78203928905519,"DK"
"71",4322,"DK_09_030","DK_09","DK_09_030.08",8,0.366,193.8,538.3,732.1,0.151,0.517,0.476,258.4,559.9,818.3,0.818,1.295,0.464,236.9,581.4,818.3,1.573,2.038,0.505,215.3,602.9,818.3,2.374,2.879,0.482,215.3,602.9,818.3,3.181,3.663,0.354,258.4,624.5,882.9,3.953,4.307,2.647,1.509,5.898,5.358,11.256,6.9217458181119,"DK"
"72",4368,"DK_09_030","DK_09","DK_09_030.09",9,0.383,258.4,538.3,796.7,0.209,0.592,0.447,279.9,559.9,839.8,0.836,1.283,0.563,258.4,581.4,839.8,1.562,2.125,0.592,236.9,602.9,839.8,2.426,3.019,0.563,215.3,624.5,839.8,3.251,3.814,0.36,236.9,624.5,861.3,4.04,4.4,2.908,1.283,5.863,7.691,13.554,7.42115027829314,"DK"
"73",4434,"DK_09_030","DK_09","DK_09_030.10",10,0.401,172.3,538.3,710.6,0.174,0.575,0.517,236.9,559.9,796.7,0.778,1.295,0.592,279.9,581.4,861.3,1.469,2.061,0.662,279.9,602.9,882.9,2.287,2.949,0.546,279.9,624.5,904.4,3.111,3.657,0.435,323,624.5,947.5,3.855,4.29,3.153,0.963,6.455,5.813,12.268,7.35036751837592,"DK"
"74",4488,"DK_09_030","DK_09","DK_09_030.11",11,0.366,193.8,538.3,732.1,0.197,0.563,0.569,236.9,559.9,796.7,0.836,1.405,0.61,215.3,581.4,796.7,1.591,2.2,0.546,215.3,602.9,818.3,2.508,3.053,0.556,323,624.5,947.5,3.349,3.905,0.48,366.1,624.5,990.5,4.014,4.494,3.127,1.17,5.974,7.34,13.314,7.2092056009982,"DK"
"75",4550,"DK_09_030","DK_09","DK_09_030.12",12,0.43,258.4,538.3,796.7,0.731,1.161,0.586,258.4,581.4,839.8,1.393,1.979,0.621,301.5,581.4,882.9,2.177,2.798,0.691,236.9,602.9,839.8,3.036,3.727,0.522,215.3,602.9,818.3,3.889,4.412,0.406,279.9,624.5,904.4,4.702,5.108,3.256,1.121,5.637,7.372,13.009,7.06860706860707,"DK"
